"date","time","size","version","os","country","ip_id"
"2022-12-19","12:49:23",90309110,"4.2.2","osx","JP",505
"2022-12-19","12:49:12",90304926,"4.2.2","osx",NA,13
"2022-12-19","12:49:19",92688889,"4.2.2","osx","US",199
"2022-12-19","12:49:21",79627214,"4.2.2","win","IN",506
"2022-12-19","12:49:28",79628731,"4.2.2","win","AO",507
"2022-12-19","12:49:33",79633717,"4.2.2","win","CZ",508
"2022-12-19","12:49:30",90825200,"4.1.2","osx","US",61
"2022-12-19","12:49:34",79626976,"4.2.2","win",NA,13
"2022-12-19","12:49:37",79627000,"4.2.2","win","UA",509
"2022-12-19","12:49:43",92796218,"4.2.2","osx","NL",503
"2022-12-19","12:49:50",79538110,"4.2.2","win","FR",510
"2022-12-19","12:49:57",79631196,"4.2.2","win","DE",511
"2022-12-19","12:50:00",79626191,"4.2.2","win","GB",512
"2022-12-19","12:50:09",90825202,"4.1.2","osx","US",513
"2022-12-19","12:49:31",79639477,"4.2.2","win","SN",514
"2022-12-19","12:50:02",4199306,"4.2.2","src","US",515
"2022-12-19","12:50:19",90825202,"4.1.2","osx","US",516
"2022-12-19","12:50:16",92797640,"4.2.2","osx","CH",517
"2022-12-19","12:50:18",92797399,"4.2.2","osx","CH",517
"2022-12-19","12:50:21",79538108,"4.2.2","win",NA,13
"2022-12-19","12:50:20",34025701,"4.2.2","src",NA,13
"2022-12-19","12:50:16",92688890,"4.2.2","osx","US",199
"2022-12-19","12:50:33",92796305,"4.2.2","osx","JP",505
"2022-12-19","12:50:25",92791835,"4.2.2","osx",NA,13
"2022-12-19","12:50:32",79143490,"4.2.2","win","GB",518
"2022-12-19","12:50:35",90825202,"4.1.2","osx","US",70
"2022-12-19","12:50:47",79625346,"4.2.2","win",NA,13
"2022-12-19","12:50:52",4199325,"4.2.2","src","US",519
"2022-12-19","12:50:55",92688890,"4.2.2","osx","US",520
"2022-12-19","12:51:00",90635521,"4.1.3","win","DE",51
"2022-12-19","12:50:47",79631106,"4.2.2","win","DE",521
"2022-12-19","12:51:13",4199541,"4.2.2","src","US",522
"2022-12-19","12:51:05",92688890,"4.2.2","osx","US",237
"2022-12-19","12:51:03",79630098,"4.2.2","win","US",523
"2022-12-19","06:46:15",79627082,"4.2.2","win","KR",524
"2022-12-19","06:46:31",90312226,"4.2.2","osx",NA,13
"2022-12-19","06:46:41",90303925,"4.2.2","osx","US",525
"2022-12-19","06:46:49",2568085,"4.2.2","win","JP",526
"2022-12-19","06:46:46",5079630,"4.2.2","osx",NA,13
"2022-12-19","06:46:40",79538106,"4.2.2","win","IL",527
"2022-12-19","06:46:49",12385583,"4.2.2","win","JP",526
"2022-12-19","06:47:09",92688889,"4.2.2","osx","US",87
"2022-12-19","06:47:02",90825198,"4.1.2","osx","US",406
"2022-12-19","06:46:47",79627371,"4.2.2","win","IN",528
"2022-12-19","06:47:18",79538100,"4.2.2","win","US",529
"2022-12-19","06:47:26",92688891,"4.2.2","osx","US",10
"2022-12-19","06:47:39",90635517,"4.1.3","win","US",60
"2022-12-19","06:47:39",92688889,"4.2.2","osx","US",87
"2022-12-19","06:47:39",81963749,"devel","win","US",530
"2022-12-19","06:47:39",91924167,"4.1.3","osx","US",14
"2022-12-19","06:47:34",26470247,"4.2.2","win",NA,13
"2022-12-19","06:47:45",79538104,"4.2.2","win","US",341
"2022-12-19","06:47:52",92688890,"4.2.2","osx","US",14
"2022-12-19","06:47:59",92688890,"4.2.2","osx","US",14
"2022-12-19","06:48:01",4826176,"4.2.2","win","UA",531
"2022-12-19","06:47:52",79627118,"4.2.2","win","IN",123
"2022-12-19","06:48:00",79626713,"4.2.2","win","JP",532
"2022-12-19","06:47:59",1019295,"4.2.2","win","UA",531
"2022-12-19","06:48:08",79538107,"4.2.2","win","DE",533
"2022-12-19","06:48:40",92688891,"4.2.2","osx","US",10
"2022-12-19","06:48:33",79630764,"4.2.2","win","SA",534
"2022-12-19","06:48:49",79629064,"4.2.2","win","JP",535
"2022-12-19","06:49:08",25364716,"3.0.2","src","CN",536
"2022-12-19","06:49:16",6299099,"4.2.2","src","CN",537
"2022-12-19","06:49:08",6299380,"4.2.2","win",NA,13
"2022-12-19","06:49:22",79538105,"4.2.2","win","US",111
"2022-12-19","06:49:22",79627146,"4.2.2","win","SG",538
"2022-12-19","06:49:30",34026526,"4.2.2","src","SG",539
"2022-12-19","06:49:34",8399961,"4.2.2","osx","US",540
"2022-12-19","06:49:21",92688891,"4.2.2","osx","US",406
"2022-12-19","06:49:35",90825201,"4.1.2","osx","US",427
"2022-12-19","06:49:41",79629755,"4.2.2","win",NA,13
"2022-12-19","06:49:40",79627874,"4.2.2","win","SI",541
"2022-12-19","06:49:59",92688890,"4.2.2","osx","US",542
"2022-12-19","06:49:53",91924167,"4.1.3","osx","US",54
"2022-12-19","06:49:59",81963749,"devel","win","US",473
"2022-12-19","06:50:07",79538105,"4.2.2","win","US",376
"2022-12-19","06:50:09",79627226,"4.2.2","win","JP",543
"2022-12-19","06:50:13",90635520,"4.1.3","win","HK",544
"2022-12-19","06:50:19",90305547,"4.2.2","osx",NA,13
"2022-12-19","06:50:32",25364724,"3.0.2","src","CN",545
"2022-12-19","06:50:27",79626634,"4.2.2","win","LK",546
"2022-12-19","06:50:25",79631662,"4.2.2","win","CN",547
"2022-12-19","06:50:34",92688890,"4.2.2","osx","US",65
"2022-12-19","06:50:50",90825201,"4.1.2","osx","US",301
"2022-12-19","06:50:44",90635520,"4.1.3","win","US",548
"2022-12-19","06:50:50",92795992,"4.2.2","osx","NL",549
"2022-12-19","06:50:51",34024826,"4.2.2","src","CN",537
"2022-12-19","06:50:47",90304218,"4.2.2","osx","US",540
"2022-12-19","06:50:58",90825201,"4.1.2","osx","US",65
"2022-12-19","06:50:58",92688891,"4.2.2","osx","US",456
"2022-12-19","06:50:54",79538105,"4.2.2","win","US",550
"2022-12-19","06:51:12",79625534,"4.2.2","win","CN",551
"2022-12-19","01:06:14",92688890,"4.2.2","osx","US",552
"2022-12-19","01:06:23",92688890,"4.2.2","osx","US",234
"2022-12-19","01:06:28",92688890,"4.2.2","osx","US",65
"2022-12-19","01:06:37",90306376,"4.2.2","osx",NA,13
"2022-12-19","01:06:34",92688890,"4.2.2","osx","US",234
"2022-12-19","01:06:11",79626112,"4.2.2","win","US",553
"2022-12-19","01:06:42",89503605,"4.1.0","win","US",60
"2022-12-19","01:06:47",92792921,"4.2.2","osx",NA,13
"2022-12-19","01:06:43",79626814,"4.2.2","win","ES",554
"2022-12-19","01:06:43",92688890,"4.2.2","osx","US",430
"2022-12-19","01:06:46",79538106,"4.2.2","win","CN",555
"2022-12-19","01:07:05",92688890,"4.2.2","osx","US",14
"2022-12-19","01:07:19",92688890,"4.2.2","osx","US",432
"2022-12-19","01:07:22",79626256,"4.2.2","win","CH",556
"2022-12-19","01:07:30",79632915,"4.2.2","win","TW",557
"2022-12-19","01:07:25",92688890,"4.2.2","osx","US",558
"2022-12-19","01:07:30",90825198,"4.1.2","osx","US",14
"2022-12-19","01:07:35",89503607,"4.1.0","win","US",559
"2022-12-19","01:07:32",88582805,"4.0.5","win","US",560
"2022-12-19","01:07:38",90825202,"4.1.2","osx","US",278
"2022-12-19","01:07:46",90825199,"4.1.2","osx","US",65
"2022-12-19","01:07:42",79627173,"4.2.2","win","US",561
"2022-12-19","01:07:52",90304765,"4.2.2","osx","NZ",562
"2022-12-19","01:08:01",92792618,"4.2.2","osx","SG",563
"2022-12-19","01:08:09",90314111,"4.2.2","osx","AU",564
"2022-12-19","01:08:19",79629062,"4.2.2","win",NA,13
"2022-12-19","01:08:23",79634540,"4.2.2","win","AU",565
"2022-12-19","01:08:35",92688887,"4.2.2","osx","US",10
"2022-12-19","01:07:09",79627064,"4.2.2","win","KR",566
"2022-12-19","01:08:39",90309725,"4.2.2","osx",NA,13
"2022-12-19","01:08:38",79627073,"4.2.2","win","DK",567
"2022-12-19","01:08:45",92688890,"4.2.2","osx","US",256
"2022-12-19","01:08:51",90303038,"4.2.2","osx",NA,13
"2022-12-19","01:09:00",90306339,"4.2.2","osx","US",568
"2022-12-19","01:08:58",92793094,"4.2.2","osx",NA,13
"2022-12-19","01:09:03",79626974,"4.2.2","win","ES",554
"2022-12-19","01:09:05",90635516,"4.1.3","win","US",252
"2022-12-19","01:09:37",34025532,"4.2.2","src","KR",569
"2022-12-19","01:08:56",79538103,"4.2.2","win","US",441
"2022-12-19","01:09:01",92793084,"4.2.2","osx","US",570
"2022-12-19","01:10:05",79627279,"4.2.2","win",NA,13
"2022-12-19","01:09:52",92688889,"4.2.2","osx","US",227
"2022-12-19","01:07:58",79538101,"4.2.2","win","US",88
"2022-12-19","01:09:59",92688890,"4.2.2","osx","US",542
"2022-12-19","01:10:19",79626192,"4.2.2","win","CO",571
"2022-12-19","01:10:10",79626624,"4.2.2","win","KR",569
"2022-12-19","01:10:32",92688890,"4.2.2","osx","US",178
"2022-12-19","01:10:07",79538104,"4.2.2","win","DE",572
"2022-12-19","01:10:36",79634507,"4.2.2","win","MY",573
"2022-12-19","01:10:39",79538106,"4.2.2","win","US",574
"2022-12-19","01:10:46",79538104,"4.2.2","win","US",341
"2022-12-19","01:10:42",79538106,"4.2.2","win","US",575
"2022-12-19","01:10:43",79626161,"4.2.2","win",NA,13
"2022-12-19","01:10:44",79627065,"4.2.2","win",NA,13
"2022-12-19","01:10:45",79627821,"4.2.2","win","KR",576
"2022-12-19","01:08:41",79626912,"4.2.2","win","KR",577
"2022-12-19","01:10:51",79538106,"4.2.2","win","JP",578
"2022-12-19","01:11:05",79630944,"4.2.2","win","EC",579
"2022-12-19","01:11:08",79627144,"4.2.2","win",NA,13
"2022-12-19","15:26:17",79538106,"4.2.2","win","ES",580
"2022-12-19","15:26:22",90303431,"4.2.2","osx",NA,13
"2022-12-19","15:26:19",79538110,"4.2.2","win","US",581
"2022-12-19","15:26:24",34010429,"4.2.2","win","RO",582
"2022-12-19","15:26:33",79628047,"4.2.2","win","ES",583
"2022-12-19","15:26:38",79538105,"4.2.2","win","US",313
"2022-12-19","15:26:37",79626585,"4.2.2","win","FR",584
"2022-12-19","15:26:39",14531,"4.2.2","osx",NA,13
"2022-12-19","15:26:46",90311141,"4.2.2","osx",NA,13
"2022-12-19","15:26:39",367,"4.2.2","osx",NA,13
"2022-12-19","15:26:53",90304418,"4.2.2","osx","CA",585
"2022-12-19","15:26:56",79627270,"4.2.2","win","IR",586
"2022-12-19","15:26:55",79627010,"4.2.2","win",NA,13
"2022-12-19","15:26:47",79627273,"4.2.2","win","US",587
"2022-12-19","15:26:52",79627133,"4.2.2","win","GB",588
"2022-12-19","15:27:06",79626724,"4.2.2","win","ID",589
"2022-12-19","15:24:15",79538104,"4.2.2","win","US",379
"2022-12-19","15:27:12",79626966,"4.2.2","win","US",590
"2022-12-19","15:27:07",79629124,"4.2.2","win","CA",591
"2022-12-19","15:24:53",79538104,"4.2.2","win","US",184
"2022-12-19","15:27:14",90304523,"4.2.2","osx",NA,13
"2022-12-19","15:27:14",92688890,"4.2.2","osx","US",98
"2022-12-19","15:27:02",79625867,"4.2.2","win","EC",592
"2022-12-19","15:27:15",92688890,"4.2.2","osx","US",14
"2022-12-19","15:27:25",92792124,"4.2.2","osx","JP",593
"2022-12-19","15:27:30",79628045,"4.2.2","win","TH",594
"2022-12-19","15:27:28",79626975,"4.2.2","win",NA,13
"2022-12-19","15:27:41",92688890,"4.2.2","osx","US",101
"2022-12-19","15:27:49",90308276,"4.2.2","osx","GB",595
"2022-12-19","15:27:25",79538110,"4.2.2","win","US",596
"2022-12-19","15:27:50",79627361,"4.2.2","win","GB",597
"2022-12-19","15:27:48",79630898,"4.2.2","win","IN",598
"2022-12-19","15:27:56",92688890,"4.2.2","osx","US",65
"2022-12-19","15:27:12",79625851,"4.2.2","win","DE",599
"2022-12-19","15:26:16",79538104,"4.2.2","win","US",86
"2022-12-19","15:28:03",92794714,"4.2.2","osx",NA,13
"2022-12-19","15:28:05",79626865,"4.2.2","win",NA,13
"2022-12-19","15:28:19",92688890,"4.2.2","osx","US",14
"2022-12-19","15:28:14",79628113,"4.2.2","win","BR",600
"2022-12-19","15:28:11",92688890,"4.2.2","osx","US",14
"2022-12-19","15:28:12",79626966,"4.2.2","win","GB",601
"2022-12-19","15:28:19",79626035,"4.2.2","win","IN",602
"2022-12-19","15:28:23",79627019,"4.2.2","win","GB",603
"2022-12-19","15:28:25",79628730,"4.2.2","win","DE",604
"2022-12-19","15:28:15",79626812,"4.2.2","win","US",605
"2022-12-19","15:28:30",90304559,"4.2.2","osx","DO",606
"2022-12-19","15:28:30",79628369,"4.2.2","win",NA,13
"2022-12-19","15:28:30",79628370,"4.2.2","win","NO",607
"2022-12-19","15:28:38",79633977,"4.2.2","win",NA,13
"2022-12-19","15:28:42",79627399,"4.2.2","win","GB",608
"2022-12-19","15:28:38",92688890,"4.2.2","osx","US",14
"2022-12-19","15:28:46",79627164,"4.2.2","win","MX",609
"2022-12-19","15:28:41",90309375,"4.2.2","osx",NA,13
"2022-12-19","15:28:55",90825201,"4.1.2","osx","US",513
"2022-12-19","15:28:51",541,"4.2.2","win","FR",610
"2022-12-19","15:28:58",92688890,"4.2.2","osx","US",611
"2022-12-19","15:29:06",4199307,"4.2.2","src","US",612
"2022-12-19","15:29:01",79538104,"4.2.2","win","DE",83
"2022-12-19","15:29:03",79625615,"4.2.2","win","IT",613
"2022-12-19","15:29:08",92797467,"4.2.2","osx",NA,13
"2022-12-19","15:29:07",92688890,"4.2.2","osx","US",98
"2022-12-19","15:29:07",90304397,"4.2.2","osx","ES",614
"2022-12-19","15:29:11",79625525,"4.2.2","win","ES",615
"2022-12-19","15:29:13",17275118,"4.2.2","win","GB",603
"2022-12-19","15:29:30",1051627,"4.2.2","win","US",254
"2022-12-19","15:29:07",79626903,"4.2.2","win","DE",616
"2022-12-19","15:29:32",79538105,"4.2.2","win","US",95
"2022-12-19","15:29:44",79627082,"4.2.2","win",NA,13
"2022-12-19","15:29:43",79538105,"4.2.2","win","US",473
"2022-12-19","15:29:49",81963782,"devel","win","US",342
"2022-12-19","15:29:46",79627739,"4.2.2","win",NA,13
"2022-12-19","15:29:53",90825201,"4.1.2","osx","US",14
"2022-12-19","15:29:45",4199339,"4.2.2","osx","GB",617
"2022-12-19","15:30:06",79627132,"4.2.2","win","EC",618
"2022-12-19","15:29:53",79627154,"4.2.2","win",NA,13
"2022-12-19","15:30:04",92688890,"4.2.2","osx","US",93
"2022-12-19","15:30:09",79625670,"4.2.2","win",NA,13
"2022-12-19","15:30:08",90303100,"4.2.2","osx","GB",617
"2022-12-19","15:30:20",90304513,"4.2.2","osx","US",619
"2022-12-19","15:30:27",92688890,"4.2.2","osx","US",406
"2022-12-19","15:30:14",7757333,"4.2.2","win","EC",592
"2022-12-19","15:30:31",29582235,"4.2.2","win",NA,13
"2022-12-19","15:30:31",22449378,"4.2.2","win",NA,13
"2022-12-19","15:30:34",79538108,"4.2.2","win","NL",620
"2022-12-19","15:30:27",79627243,"4.2.2","win","EC",592
"2022-12-19","15:30:29",79538110,"4.2.2","win",NA,13
"2022-12-19","15:30:26",81846999,"4.2.2patched","win","US",621
"2022-12-19","15:30:41",79627099,"4.2.2","win","IT",622
"2022-12-19","15:30:32",79626832,"4.2.2","win","GB",623
"2022-12-19","15:30:34",92688890,"4.2.2","osx","US",233
"2022-12-19","15:30:27",90825202,"4.1.2","osx","US",624
"2022-12-19","15:30:39",79626417,"4.2.2","win","GB",625
"2022-12-19","15:30:37",92792700,"4.2.2","osx","DO",606
"2022-12-19","15:30:44",79627343,"4.2.2","win","ES",626
"2022-12-19","15:29:09",1041938,"4.2.2","win","ID",627
"2022-12-19","15:30:48",92688890,"4.2.2","osx","US",98
"2022-12-19","15:31:07",92688890,"4.2.2","osx","US",253
"2022-12-19","15:30:49",92793645,"4.2.2","osx","BE",628
"2022-12-19","15:31:08",79627845,"4.2.2","win",NA,13
"2022-12-19","15:30:54",79630918,"4.2.2","win",NA,13
"2022-12-19","15:31:07",90203632,"4.2.2","osx",NA,13
"2022-12-19","15:31:12",79630297,"4.2.2","win",NA,13
"2022-12-19","15:29:23",3107716,"4.2.2","win","ID",627
"2022-12-19","15:31:11",79627264,"4.2.2","win",NA,13
"2022-12-19","19:41:21",79626750,"4.2.2","win","US",629
"2022-12-19","19:41:09",79627577,"4.2.2","win","GB",630
"2022-12-19","19:41:07",79627280,"4.2.2","win",NA,13
"2022-12-19","19:41:14",92792574,"4.2.2","osx","US",631
"2022-12-19","19:41:30",79627039,"4.2.2","win","US",632
"2022-12-19","19:41:27",92688890,"4.2.2","osx","US",278
"2022-12-19","19:41:26",79538106,"4.2.2","win","CN",633
"2022-12-19","19:41:45",79538104,"4.2.2","win","DE",309
"2022-12-19","19:41:42",92688890,"4.2.2","osx","US",98
"2022-12-19","19:41:34",90304505,"4.2.2","osx","US",634
"2022-12-19","19:41:41",90304631,"4.2.2","osx","US",635
"2022-12-19","19:41:45",90312398,"4.2.2","osx","US",636
"2022-12-19","19:41:51",91924164,"4.1.3","osx","US",14
"2022-12-19","19:42:08",88238528,"4.0.3","win","HK",96
"2022-12-19","19:42:05",90635517,"4.1.3","win","US",637
"2022-12-19","19:42:11",79626650,"4.2.2","win","TR",638
"2022-12-19","19:42:15",92688890,"4.2.2","osx","US",65
"2022-12-19","19:42:13",79627127,"4.2.2","win",NA,13
"2022-12-19","19:42:15",92688890,"4.2.2","osx","US",639
"2022-12-19","19:42:19",92688886,"4.2.2","osx","US",87
"2022-12-19","19:42:03",79627700,"4.2.2","win","VN",640
"2022-12-19","19:42:16",79634075,"4.2.2","win","CH",641
"2022-12-19","19:42:21",79538104,"4.2.2","win","US",642
"2022-12-19","19:42:21",90305261,"4.2.2","osx","NL",643
"2022-12-19","19:42:21",92688890,"4.2.2","osx","US",14
"2022-12-19","19:42:14",79538105,"4.2.2","win","US",352
"2022-12-19","19:42:27",79634289,"4.2.2","win","SN",644
"2022-12-19","19:42:46",90825201,"4.1.2","osx","US",378
"2022-12-19","19:42:49",90825201,"4.1.2","osx","US",120
"2022-12-19","19:42:27",79538110,"4.2.2","win","US",645
"2022-12-19","19:42:47",79625659,"4.2.2","win",NA,13
"2022-12-19","19:42:48",79538106,"4.2.2","win","CA",646
"2022-12-19","19:42:53",90825201,"4.1.2","osx","US",227
"2022-12-19","19:42:56",92797289,"4.2.2","osx","US",647
"2022-12-19","19:42:53",92688890,"4.2.2","osx","US",14
"2022-12-19","19:42:54",92799383,"4.2.2","osx","PK",648
"2022-12-19","19:43:02",79630259,"4.2.2","win","SA",649
"2022-12-19","19:42:58",79538108,"4.2.2","win",NA,13
"2022-12-19","19:43:02",90825201,"4.1.2","osx","US",406
"2022-12-19","19:43:05",79627611,"4.2.2","win","TR",650
"2022-12-19","19:43:00",79628647,"4.2.2","win",NA,13
"2022-12-19","19:43:12",79626263,"4.2.2","win","SA",649
"2022-12-19","19:43:08",92688890,"4.2.2","osx","US",10
"2022-12-19","19:43:03",79626774,"4.2.2","win",NA,13
"2022-12-19","19:43:09",90306054,"4.2.2","osx","IT",651
"2022-12-19","19:43:23",79627189,"4.2.2","win","US",652
"2022-12-19","19:43:20",79538104,"4.2.2","win","US",653
"2022-12-19","19:43:28",79538109,"4.2.2","win","CN",654
"2022-12-19","19:43:30",63032503,"4.2.2","win",NA,13
"2022-12-19","19:43:31",79632969,"4.2.2","win","US",655
"2022-12-19","19:43:23",34027371,"4.2.2","src","US",656
"2022-12-19","19:43:37",79627008,"4.2.2","win","NL",657
"2022-12-19","19:43:31",92688890,"4.2.2","osx","US",65
"2022-12-19","19:43:20",92688888,"4.2.2","osx","US",87
"2022-12-19","19:43:28",92792815,"4.2.2","osx","IT",651
"2022-12-19","19:43:46",92688890,"4.2.2","osx","US",82
"2022-12-19","19:43:45",79630880,"4.2.2","win","JP",658
"2022-12-19","19:43:38",79626796,"4.2.2","win","MX",659
"2022-12-19","19:43:46",92688888,"4.2.2","osx","US",101
"2022-12-19","19:44:05",79628180,"4.2.2","win","RU",660
"2022-12-19","19:44:19",79626777,"4.2.2","win","US",661
"2022-12-19","19:44:19",79538104,"4.2.2","win","US",653
"2022-12-19","19:44:13",92688891,"4.2.2","osx","US",82
"2022-12-19","19:44:26",79538104,"4.2.2","win","US",86
"2022-12-19","19:44:17",79538105,"4.2.2","win","US",342
"2022-12-19","19:44:22",79628711,"4.2.2","win","DE",662
"2022-12-19","19:44:26",79627238,"4.2.2","win",NA,13
"2022-12-19","19:44:29",90303363,"4.2.2","osx","CA",663
"2022-12-19","19:44:31",79626326,"4.2.2","win",NA,13
"2022-12-19","19:41:53",79627947,"4.2.2","win","PL",664
"2022-12-19","19:44:36",79627641,"4.2.2","win","PE",665
"2022-12-19","19:44:42",79643292,"4.2.2","win","ID",666
"2022-12-19","19:45:00",90304668,"4.2.2","osx","US",667
"2022-12-19","19:44:39",79634859,"4.2.2","win","AT",668
"2022-12-19","19:44:56",86429688,"3.6.3","win","DE",369
"2022-12-19","19:45:10",90825201,"4.1.2","osx","US",65
"2022-12-19","19:45:08",79538105,"4.2.2","win","US",95
"2022-12-19","19:43:34",92796776,"4.2.2","osx","US",635
"2022-12-19","19:45:12",79538104,"4.2.2","win","DE",51
"2022-12-19","19:45:14",90825201,"4.1.2","osx","US",516
"2022-12-19","19:45:21",92688891,"4.2.2","osx","US",65
"2022-12-19","19:45:15",90313678,"4.2.2","osx","CL",669
"2022-12-19","19:45:26",90825201,"4.1.2","osx","US",65
"2022-12-19","19:45:37",92688891,"4.2.2","osx","US",210
"2022-12-19","19:45:30",79626778,"4.2.2","win","US",670
"2022-12-19","19:45:35",90825201,"4.1.2","osx","US",427
"2022-12-19","19:45:40",79627128,"4.2.2","win",NA,13
"2022-12-19","19:45:44",90306639,"4.2.2","osx",NA,13
"2022-12-19","19:45:48",79538104,"4.2.2","win","US",426
"2022-12-19","19:45:48",92801321,"4.2.2","osx","CL",669
"2022-12-19","19:45:49",37643869,"4.2.1","src",NA,13
"2022-12-19","19:45:51",92688891,"4.2.2","osx","US",98
"2022-12-19","19:45:55",79538104,"4.2.2","win","US",671
"2022-12-19","19:46:07",79629116,"4.2.2","win","US",672
"2022-12-19","19:45:58",79538105,"4.2.2","win","US",254
"2022-12-19","19:46:00",92688891,"4.2.2","osx","US",210
"2022-12-19","19:46:06",79538104,"4.2.2","win","DE",51
"2022-12-19","19:46:07",90304350,"4.2.2","osx","ES",673
"2022-12-19","19:46:11",90307005,"4.2.2","osx","US",674
"2022-12-19","19:46:02",79628756,"4.2.2","win","US",675
"2022-12-19","05:26:12",86429685,"3.6.3","win","US",422
"2022-12-19","05:26:25",90304712,"4.2.2","osx",NA,13
"2022-12-19","05:26:27",92792791,"4.2.2","osx",NA,13
"2022-12-19","05:26:27",91924168,"4.1.3","osx","US",14
"2022-12-19","05:26:33",81151300,"3.6.3.nn","osx",NA,13
"2022-12-19","05:26:34",74973696,"3.3.3","osx",NA,13
"2022-12-19","05:26:36",71886585,"3.2.1","osx",NA,13
"2022-12-19","05:26:34",87709265,"4.0.2","win","US",676
"2022-12-19","05:26:38",16016008,"4.2.2","win",NA,13
"2022-12-19","05:26:29",92688890,"4.2.2","osx","US",465
"2022-12-19","05:26:51",90825198,"4.1.2","osx","US",350
"2022-12-19","05:26:53",90309483,"4.2.2","osx","US",677
"2022-12-19","05:26:55",91924168,"4.1.3","osx","US",253
"2022-12-19","05:27:09",79625543,"4.2.2","win","JP",678
"2022-12-19","05:27:07",92688891,"4.2.2","osx","US",552
"2022-12-19","05:27:17",92688890,"4.2.2","osx","US",406
"2022-12-19","05:27:13",1042686,"4.2.2","win","US",422
"2022-12-19","05:27:10",92688890,"4.2.2","osx","US",87
"2022-12-19","05:27:22",92688891,"4.2.2","osx","US",14
"2022-12-19","05:27:30",79626561,"4.2.2","win","FI",679
"2022-12-19","05:27:16",92688890,"4.2.2","osx","US",355
"2022-12-19","05:27:48",31202714,"4.2.2","src","IN",680
"2022-12-19","05:27:29",92688890,"4.2.2","osx","US",681
"2022-12-19","05:27:59",79627028,"4.2.2","win",NA,13
"2022-12-19","05:25:54",79626704,"4.2.2","win","KR",682
"2022-12-19","05:27:43",90825202,"4.1.2","osx","US",683
"2022-12-19","05:28:14",90825200,"4.1.2","osx","US",65
"2022-12-19","05:28:16",79598117,"4.2.2","win","CN",684
"2022-12-19","05:28:15",92688891,"4.2.2","osx","US",14
"2022-12-19","05:28:24",92688890,"4.2.2","osx","US",10
"2022-12-19","05:28:28",79538105,"4.2.2","win","US",685
"2022-12-19","05:28:21",79538108,"4.2.2","win","CN",686
"2022-12-19","05:28:29",1039047,"4.2.2","win","VN",687
"2022-12-19","05:28:26",92792769,"4.2.2","osx",NA,13
"2022-12-19","05:28:28",90825200,"4.1.2","osx","US",65
"2022-12-19","05:28:41",92688891,"4.2.2","osx","US",65
"2022-12-19","05:28:37",91924168,"4.1.3","osx","US",14
"2022-12-19","05:28:09",92688890,"4.2.2","osx","US",406
"2022-12-19","05:28:40",92688890,"4.2.2","osx","US",87
"2022-12-19","05:28:46",90825200,"4.1.2","osx","US",101
"2022-12-19","05:28:44",7653041,"4.2.2","win","VN",687
"2022-12-19","05:28:49",91924168,"4.1.3","osx","US",98
"2022-12-19","05:28:56",92688891,"4.2.2","osx","US",14
"2022-12-19","05:29:02",79538110,"4.2.2","win","US",688
"2022-12-19","05:29:07",91924168,"4.1.3","osx","US",158
"2022-12-19","05:29:10",92688891,"4.2.2","osx","US",65
"2022-12-19","05:29:07",81959967,"devel","win","US",426
"2022-12-19","05:29:06",92688891,"4.2.2","osx","US",14
"2022-12-19","05:29:09",79538101,"4.2.2","win","US",689
"2022-12-19","05:29:04",79626426,"4.2.2","win","JP",690
"2022-12-19","05:29:18",91924168,"4.1.3","osx","US",14
"2022-12-19","05:29:05",90825202,"4.1.2","osx","US",145
"2022-12-19","05:29:20",90635519,"4.1.3","win","US",252
"2022-12-19","05:29:21",92799098,"4.2.2","osx","JP",691
"2022-12-19","05:29:20",81959967,"devel","win","US",318
"2022-12-19","05:29:19",90635520,"4.1.3","win","US",357
"2022-12-19","05:29:21",90635488,"4.1.3","win","US",86
"2022-12-19","05:29:27",79538103,"4.2.2","win","HK",182
"2022-12-19","05:29:27",90635521,"4.1.3","win","DE",106
"2022-12-19","05:29:21",81959967,"devel","win","US",357
"2022-12-19","05:29:23",92688891,"4.2.2","osx","US",256
"2022-12-19","05:29:35",90635521,"4.1.3","win","US",692
"2022-12-19","05:29:32",79538103,"4.2.2","win","US",426
"2022-12-19","05:29:21",92688891,"4.2.2","osx","US",65
"2022-12-19","05:29:36",81959967,"devel","win","US",693
"2022-12-19","05:29:36",79538104,"4.2.2","win","US",252
"2022-12-19","05:29:25",92688891,"4.2.2","osx","US",14
"2022-12-19","05:29:32",92688891,"4.2.2","osx","US",171
"2022-12-19","05:29:33",79538105,"4.2.2","win","US",473
"2022-12-19","05:29:34",81959967,"devel","win","US",361
"2022-12-19","05:29:36",34025059,"4.2.2","src","IN",694
"2022-12-19","05:29:37",92688890,"4.2.2","osx","US",87
"2022-12-19","05:29:48",79538104,"4.2.2","win","US",695
"2022-12-19","05:29:50",79538103,"4.2.2","win","US",696
"2022-12-19","05:29:47",81959967,"devel","win","DE",83
"2022-12-19","05:29:55",79538104,"4.2.2","win","US",697
"2022-12-19","05:29:54",81959967,"devel","win","US",698
"2022-12-19","05:29:50",90635521,"4.1.3","win","US",699
"2022-12-19","05:29:56",90635521,"4.1.3","win","US",700
"2022-12-19","05:29:48",90635521,"4.1.3","win","DE",51
"2022-12-19","05:29:55",90635520,"4.1.3","win","US",86
"2022-12-19","05:30:01",90635519,"4.1.3","win","US",701
